id,title,overview,genres,keywords,release_date,vote_average,vote_count,popularity,poster_path,original_language
508442,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 242, ""name"": ""new york city""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 3017, ""name"": ""jazz singer or musician""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 190287, ""name"": ""life after death""}, {""id"": 319319, ""name"": ""sentimental""}, {""id"": 325782, ""name"": ""cheerful""}]",2020-12-25,8.097,11176,12.6301,/6jmppcaubzLF8wkXM36ganVISCo.jpg,en
298618,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 1308, ""name"": ""secret identity""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9717, ""name"": ""based on comic""}, {""id"": 10761, ""name"": ""superhuman""}, {""id"": 33637, ""name"": ""super power""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 208757, ""name"": ""time paradox""}, {""id"": 228795, ""name"": ""butterfly effect""}, {""id"": 229266, ""name"": ""dc extended universe (dceu)""}, {""id"": 235578, ""name"": ""superhuman abilities""}, {""id"": 241739, ""name"": ""loss of mother""}, {""id"": 245157, ""name"": ""alternate universe""}, {""id"": 325761, ""name"": ""admiring""}, {""id"": 351549, ""name"": ""justice league""}]",2023-06-13,6.618,4853,13.9374,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,en
68726,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 8083, ""name"": ""pacific""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10891, ""name"": ""giant robot""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 161791, ""name"": ""kaiju""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 210614, ""name"": ""monster movie""}]",2013-07-11,6.916,13114,12.8831,/8wo4eN8dWKaKlxhSvBz19uvj8gA.jpg,en
346910,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1297, ""name"": ""predator""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 162365, ""name"": ""military""}]",2018-09-05,5.63,5023,13.8407,/a3eWGF6YPF7No5Rbtjc8QpDvz7l.jpg,en
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 570, ""name"": ""rape""}, {""id"": 818, ""name"": ""based on novel or book""}, {""id"": 970, ""name"": ""parent child relationship""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1468, ""name"": ""child murder""}, {""id"": 1262, ""name"": ""mountain""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 5160, ""name"": ""animal attack""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 6536, ""name"": ""fur trapping""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 14808, ""name"": ""scalping""}, {""id"": 18165, ""name"": ""animals""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 158175, ""name"": ""bear attack""}, {""id"": 162722, ""name"": ""indian attack""}, {""id"": 180173, ""name"": ""dead horse""}, {""id"": 188266, ""name"": ""starvation""}, {""id"": 200234, ""name"": ""shocking""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 232116, ""name"": ""wolves""}, {""id"": 279414, ""name"": ""ice""}, {""id"": 316832, ""name"": ""tense""}, {""id"": 325766, ""name"": ""antagonistic""}, {""id"": 325854, ""name"": ""tragic""}]",2015-12-25,7.538,19017,14.665,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,en
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 478, ""name"": ""china""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 8531, ""name"": ""panda""}, {""id"": 11477, ""name"": ""anthropomorphism""}, {""id"": 14569, ""name"": ""chameleon""}, {""id"": 166726, ""name"": ""female villain""}, {""id"": 281445, ""name"": ""pathetic""}, {""id"": 323809, ""name"": ""depressing""}, {""id"": 325783, ""name"": ""clich\u00e9""}, {""id"": 325843, ""name"": ""pretentious""}]",2024-03-02,7.005,3377,13.0724,/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,en
337404,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 1228, ""name"": ""1970s""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 4470, ""name"": ""punk rock""}, {""id"": 7024, ""name"": ""fashion designer""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 242214, ""name"": ""origin story""}, {""id"": 245230, ""name"": ""live action remake""}]",2021-05-26,7.976,9897,12.4522,/hjS9mH8KvRiGHgjk6VUZH7OT0Ng.jpg,en
12155,Alice in Wonderland,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.","[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 818, ""name"": ""based on novel or book""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 15101, ""name"": ""based on children's book""}, {""id"": 157701, ""name"": ""psychotic""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 173971, ""name"": ""taunting""}, {""id"": 203699, ""name"": ""mad hatter""}, {""id"": 228876, ""name"": ""lewis carroll""}, {""id"": 245230, ""name"": ""live action remake""}, {""id"": 246466, ""name"": ""based on young adult novel""}, {""id"": 256330, ""name"": ""mischievous""}, {""id"": 286957, ""name"": ""adaptation""}, {""id"": 315323, ""name"": ""incredulous""}, {""id"": 325765, ""name"": ""amused""}, {""id"": 325810, ""name"": ""euphoric""}, {""id"": 330923, ""name"": ""wonderland""}, {""id"": 366117, ""name"": ""march hare""}, {""id"": 366118, ""name"": ""queen of hearts""}]",2010-03-03,6.637,14613,12.8273,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,en
273481,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10364, ""name"": ""mission""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 591, ""name"": ""central intelligence agency (cia)""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 919, ""name"": ""smoking""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 2286, ""name"": ""border""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 5627, ""name"": ""cynicism""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 13042, ""name"": ""football (soccer)""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14964, ""name"": ""drugs""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 18420, ""name"": ""surveillance""}, {""id"": 160194, ""name"": ""night vision""}, {""id"": 164881, ""name"": ""death of daughter""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 208397, ""name"": ""death of wife""}, {""id"": 217064, ""name"": ""mexican cartel""}, {""id"": 277607, ""name"": ""secret tunnel""}, {""id"": 312898, ""name"": ""violence""}, {""id"": 325773, ""name"": ""audacious""}, {""id"": 335962, ""name"": ""ju\u00e1rez, mexico""}]",2015-09-17,7.4,9322,12.3021,/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,en
1301122,Nazi Supersoldier,"A group of journalism students ventures into a remote forest and awakens a long-frozen World War II experiment a superhuman Nazi soldier. Hunted through cursed woods where trust crumbles and survival is slim, they soon learn that some sins demand blood.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 10834, ""name"": ""super soldier""}, {""id"": 204352, ""name"": ""iron mask""}, {""id"": 207011, ""name"": ""secret laboratory""}, {""id"": 270319, ""name"": ""secret experiment""}, {""id"": 326201, ""name"": ""axe""}]",2024-10-13,5.28,25,13.0086,/3daBOc5ZcICXMzAVNhzJTSgweaP.jpg,en
489,Good Will Hunting,"Will Hunting is a headstrong, working-class genius who is failing the lessons of life. After one too many run-ins with the law, Will's last chance is a psychology professor, who might be the only man who can reach him.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 1680, ""name"": ""boston, massachusetts""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 3230, ""name"": ""male friendship""}, {""id"": 9856, ""name"": ""flashback""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 10756, ""name"": ""janitor""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 209206, ""name"": ""southie""}, {""id"": 210434, ""name"": ""thoughtful""}, {""id"": 212059, ""name"": ""college professor""}, {""id"": 225219, ""name"": ""reflective""}, {""id"": 228041, ""name"": ""prodigy""}, {""id"": 230113, ""name"": ""math genius""}, {""id"": 254167, ""name"": ""loving""}, {""id"": 281585, ""name"": ""inspirational""}, {""id"": 287814, ""name"": ""foster kid""}, {""id"": 296918, ""name"": ""fear of change""}, {""id"": 319397, ""name"": ""witty""}, {""id"": 345081, ""name"": ""abused as a child""}, {""id"": 345082, ""name"": ""massachusetts institute of technology (mit)""}, {""id"": 345083, ""name"": ""math professor""}]",1997-12-05,8.159,13516,11.8725,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,en
772462,Don't Follow Me,"Obsessed with going viral with her videos of ghosts and paranormal events, aspiring influencer Carla moves into a famous haunted building. There, she begins faking ghostly apparitions to gain more followers, unaware that a real evil entity resides in her apartment and will torment her until no one, not even she, can distinguish what's real and what isn't.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 2858, ""name"": ""sacrifice""}, {""id"": 6152, ""name"": ""supernatural""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 10114, ""name"": ""evil spirit""}, {""id"": 161270, ""name"": ""satanic ritual""}, {""id"": 176834, ""name"": ""social media""}, {""id"": 253419, ""name"": ""social media influencer""}, {""id"": 256183, ""name"": ""supernatural horror""}, {""id"": 315058, ""name"": ""horror""}, {""id"": 357090, ""name"": ""influencer""}]",2025-10-30,6.4,39,13.1425,/wBYicLV0zfdtXweWXcoiou3moNu.jpg,es
260346,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 387, ""name"": ""california""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 703, ""name"": ""detective""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 2619, ""name"": ""suspicion of murder""}, {""id"": 2702, ""name"": ""golf""}, {""id"": 4504, ""name"": ""penthouse apartment""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10705, ""name"": ""confusion""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 157213, ""name"": ""death of mother""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 161982, ""name"": ""murder investigation""}, {""id"": 163221, ""name"": ""failing marriage""}, {""id"": 163758, ""name"": ""ex-husband ex-wife relationship""}, {""id"": 168359, ""name"": ""police surveillance""}, {""id"": 170444, ""name"": ""wanted man""}, {""id"": 174539, ""name"": ""police inspector""}, {""id"": 180172, ""name"": ""framed for murder""}, {""id"": 181068, ""name"": ""protective father""}, {""id"": 185796, ""name"": ""gps""}, {""id"": 188259, ""name"": ""money problems""}, {""id"": 188960, ""name"": ""elevator""}, {""id"": 190574, ""name"": ""prime suspect""}, {""id"": 194998, ""name"": ""curious""}, {""id"": 207844, ""name"": ""college student""}, {""id"": 208210, ""name"": ""rich husband""}, {""id"": 210434, ""name"": ""thoughtful""}, {""id"": 212757, ""name"": ""ex special forces""}, {""id"": 212801, ""name"": ""ex-cia agent""}, {""id"": 215257, ""name"": ""unhappy marriage""}, {""id"": 221196, ""name"": ""unplanned pregnancy""}, {""id"": 226589, ""name"": ""spetsnaz""}, {""id"": 227411, ""name"": ""secret hideout""}, {""id"": 235910, ""name"": ""innocent suspect""}, {""id"": 239102, ""name"": ""lost money""}, {""id"": 240303, ""name"": ""father daughter relationship""}, {""id"": 243769, ""name"": ""army veteran""}, {""id"": 249360, ""name"": ""associates""}, {""id"": 251830, ""name"": ""secret investigation""}, {""id"": 254921, ""name"": ""homicide investigation""}, {""id"": 267007, ""name"": ""russian""}, {""id"": 284338, ""name"": ""deep sadness""}, {""id"": 296988, ""name"": ""enemy""}, {""id"": 304480, ""name"": ""evasion""}, {""id"": 309426, ""name"": ""understated""}, {""id"": 316332, ""name"": ""mystery""}, {""id"": 317217, ""name"": ""honorable""}, {""id"": 317218, ""name"": ""stepfather stepdaughter relationship""}, {""id"": 317220, ""name"": ""death of ex""}, {""id"": 317223, ""name"": ""spy tech""}, {""id"": 317224, ""name"": ""outsmart""}, {""id"": 317225, ""name"": ""special skills""}, {""id"": 317226, ""name"": ""owe money to criminals""}, {""id"": 325765, ""name"": ""amused""}, {""id"": 325775, ""name"": ""awestruck""}, {""id"": 325809, ""name"": ""enthusiastic""}, {""id"": 365435, ""name"": ""venganza""}]",2014-12-16,6.26,6043,11.6463,/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,en
62177,Brave,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 4393, ""name"": ""archer""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 14753, ""name"": ""scot""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 41538, ""name"": ""turns into animal""}, {""id"": 53995, ""name"": ""archery""}, {""id"": 162715, ""name"": ""ruins""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 181181, ""name"": ""peace offering""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 202798, ""name"": ""insecure""}, {""id"": 207372, ""name"": ""quest""}, {""id"": 210162, ""name"": ""grim""}, {""id"": 276775, ""name"": ""irreverent""}, {""id"": 309974, ""name"": ""absurd""}, {""id"": 324713, ""name"": ""whimsical""}, {""id"": 325794, ""name"": ""derogatory""}, {""id"": 325797, ""name"": ""disdainful""}, {""id"": 325798, ""name"": ""disgusted""}, {""id"": 325799, ""name"": ""disheartening""}, {""id"": 325800, ""name"": ""disrespectful""}, {""id"": 325819, ""name"": ""frustrated""}, {""id"": 325844, ""name"": ""ridiculous""}]",2012-06-21,7.021,13973,11.9421,/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,en
18785,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 1453, ""name"": ""amnesia""}, {""id"": 7996, ""name"": ""blackjack""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 11462, ""name"": ""lost weekend""}, {""id"": 11465, ""name"": ""chapel""}, {""id"": 11467, ""name"": ""hit with tire iron""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14964, ""name"": ""drugs""}, {""id"": 276775, ""name"": ""irreverent""}, {""id"": 309974, ""name"": ""absurd""}, {""id"": 311315, ""name"": ""dramatic""}, {""id"": 320420, ""name"": ""hilarious""}, {""id"": 325765, ""name"": ""amused""}, {""id"": 325772, ""name"": ""assertive""}, {""id"": 325775, ""name"": ""awestruck""}, {""id"": 325781, ""name"": ""celebratory""}, {""id"": 325795, ""name"": ""dignified""}, {""id"": 325815, ""name"": ""farcical""}, {""id"": 329894, ""name"": ""shaggy dog story""}]",2009-06-02,7.329,17813,12.8828,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,en
82702,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Now, Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 10084, ""name"": ""rescue""}, {""id"": 1157, ""name"": ""husband wife relationship""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 970, ""name"": ""parent child relationship""}, {""id"": 697, ""name"": ""loss of loved one""}, {""id"": 2803, ""name"": ""affectation""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 5895, ""name"": ""vikings (norsemen)""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 164246, ""name"": ""nostalgic""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 197582, ""name"": ""mysterious""}, {""id"": 212737, ""name"": ""philosophical""}, {""id"": 225219, ""name"": ""reflective""}, {""id"": 240237, ""name"": ""mother son relationship""}, {""id"": 254167, ""name"": ""loving""}, {""id"": 261264, ""name"": ""dreary""}, {""id"": 281585, ""name"": ""inspirational""}, {""id"": 281659, ""name"": ""wistful""}, {""id"": 292593, ""name"": ""intimate""}, {""id"": 309426, ""name"": ""understated""}, {""id"": 311315, ""name"": ""dramatic""}, {""id"": 319319, ""name"": ""sentimental""}, {""id"": 321464, ""name"": ""intense""}, {""id"": 322255, ""name"": ""sinister""}, {""id"": 324429, ""name"": ""romantic""}, {""id"": 324713, ""name"": ""whimsical""}, {""id"": 325761, ""name"": ""admiring""}, {""id"": 325762, ""name"": ""adoring""}, {""id"": 325765, ""name"": ""amused""}, {""id"": 325767, ""name"": ""apathetic""}, {""id"": 325769, ""name"": ""appreciative""}, {""id"": 325775, ""name"": ""awestruck""}, {""id"": 325777, ""name"": ""bewildered""}, {""id"": 325781, ""name"": ""celebratory""}, {""id"": 325784, ""name"": ""comforting""}, {""id"": 325785, ""name"": ""commanding""}, {""id"": 325786, ""name"": ""compassionate""}, {""id"": 325806, ""name"": ""empathetic""}, {""id"": 325809, ""name"": ""enthusiastic""}, {""id"": 325810, ""name"": ""euphoric""}, {""id"": 325811, ""name"": ""excited""}, {""id"": 325812, ""name"": ""exhilarated""}, {""id"": 325814, ""name"": ""familiar""}, {""id"": 325840, ""name"": ""optimistic""}, {""id"": 325849, ""name"": ""sincere""}, {""id"": 325854, ""name"": ""tragic""}, {""id"": 325856, ""name"": ""vibrant""}]",2014-06-05,7.679,10244,12.8577,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,en
10020,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 7376, ""name"": ""princess""}, {""id"": 254, ""name"": ""france""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4924, ""name"": ""insane asylum""}, {""id"": 161271, ""name"": ""beast""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 226028, ""name"": ""eccentric man""}, {""id"": 240422, ""name"": ""wonder""}, {""id"": 240461, ""name"": ""dedication""}, {""id"": 316832, ""name"": ""tense""}, {""id"": 324429, ""name"": ""romantic""}, {""id"": 325804, ""name"": ""earnest""}, {""id"": 325807, ""name"": ""enchant""}, {""id"": 325824, ""name"": ""hopeful""}, {""id"": 325849, ""name"": ""sincere""}]",1991-10-22,7.7,10507,13.7524,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,en
634492,Madame Web,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.","[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 242, ""name"": ""new york city""}, {""id"": 3986, ""name"": ""spider""}, {""id"": 9717, ""name"": ""based on comic""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 33637, ""name"": ""super power""}, {""id"": 41603, ""name"": ""paramedic""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 169909, ""name"": ""spider web""}, {""id"": 170620, ""name"": ""clairvoyant""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 242214, ""name"": ""origin story""}, {""id"": 252104, ""name"": ""2000s""}, {""id"": 267111, ""name"": ""vision of the future""}]",2024-02-14,5.304,2472,11.393,/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,en
